DrugName,ActiveIngredient,
PREMASOL 10% IN PLASTIC CONTAINER,AMINO ACIDS,
AMINO ACIDS,AMINO ACIDS,
PROCALAMINE,AMINO ACIDS; CALCIUM ACETATE; GLYCERIN; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,
AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
CLINIMIX E 2.75/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 2.75/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 4.25/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 4.25/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 4.25/20 SULFITE FREE W/ ELECT IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 4.25/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 5/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 5/15 SULFITE FREE W/ ELECT IN DEXTROSE 15% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 5/20 SULFITE FREE W/ ELECT IN 20% DEXTROSE W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 5/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
CLINIMIX E 5/35 SULFITE FREE W/ ELECT IN DEXTROSE 35% W/ CALCIUM IN PLASTIC CONTAINER,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
PERIKABIVEN IN PLASTIC CONTAINER,AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL,
KABIVEN IN PLASTIC CONTAINER,AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL,
AMINOSYN 3.5% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 3.5% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 3.5% IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 2.75% IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 2.75% IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 2.75% IN DEXTROSE 15% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 2.75% IN DEXTROSE 20% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 2.75% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 4.25% IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 4.25% IN DEXTROSE 15% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 4.25% IN DEXTROSE 20% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
TRAVASOL 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 5% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 4.25% IN DEXTROSE 20% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 2.75/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 2.75/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 2.75/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 4.25/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 4.25/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 4.25/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 4.25/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 5/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 5/15 SULFITE FREE IN DEXTROSE 15% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 5/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 5/35 SULFITE FREE IN DEXTROSE 35% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
CLINIMIX 8/14 SULFITE FREE IN DEXTROSE 14% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,
AMINOSYN II 4.25% W/ ELECT AND ADJUSTED PHOSPHATE IN DEXTROSE 10% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 3.5% M IN DEXTROSE 5% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",
AMINOSYN II 4.25% M IN DEXTROSE 10% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",
TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
FREAMINE III 8.5% W/ ELECTROLYTES,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,
AMINOSYN 3.5% M,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE,
AMINOSYN 3.5% M IN PLASTIC CONTAINER,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE,
FREAMINE III 3% W/ ELECTROLYTES,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,
AMINOSYN 3.5% M,AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE,
AMINOSYN II 3.5% M IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",
VEINAMINE 8%,AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE,
AMINOSYN II 10% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 8.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN II 7% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN 8.5% W/ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",
AMINOSYN II 8.5% W/ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",
AMINOSYN II 3.5% M,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",
TRAVASOL 5.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 8.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 3.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 5.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 8.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
TRAVASOL 3.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",
AMINOSYN 8.5% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMINOSYN 7% W/ ELECTROLYTES,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",
AMICAR,AMINOCAPROIC ACID,
AMINOCAPROIC ACID,AMINOCAPROIC ACID,
AMINOCAPROIC ACID IN PLASTIC CONTAINER,AMINOCAPROIC ACID,
AMINOCAPROIC,AMINOCAPROIC ACID,
CYTADREN,AMINOGLUTETHIMIDE,
AMINOHIPPURATE SODIUM,AMINOHIPPURATE SODIUM,
LEVULAN,AMINOLEVULINIC ACID HYDROCHLORIDE,
AMELUZ,AMINOLEVULINIC ACID HYDROCHLORIDE,
GLEOLAN,AMINOLEVULINIC ACID HYDROCHLORIDE,
AMINOPHYLLIN,AMINOPHYLLINE,
SOMOPHYLLIN,AMINOPHYLLINE,
AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE,
AMINOPHYLLINE,AMINOPHYLLINE,
TRUPHYLLINE,AMINOPHYLLINE,
PHYLLOCONTIN,AMINOPHYLLINE,
SOMOPHYLLIN-DF,AMINOPHYLLINE,
AMINOPHYLLINE DYE FREE,AMINOPHYLLINE,
AMINOPHYLLINE IN SODIUM CHLORIDE 0.45%,AMINOPHYLLINE,
PARASAL SODIUM,AMINOSALICYLATE SODIUM,
TEEBACIN,AMINOSALICYLATE SODIUM,
SODIUM AMINOSALICYLATE,AMINOSALICYLATE SODIUM,
SODIUM P.A.S.,AMINOSALICYLATE SODIUM,
P.A.S. SODIUM,AMINOSALICYLATE SODIUM,
NEOPASALATE,AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID,
PARASAL,AMINOSALICYLIC ACID,
PASER,AMINOSALICYLIC ACID,
REZIPAS,AMINOSALICYLIC ACID RESIN COMPLEX,
CORDARONE,AMIODARONE HYDROCHLORIDE,
AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE,
NEXTERONE,AMIODARONE HYDROCHLORIDE,
PACERONE,AMIODARONE HYDROCHLORIDE,
BARHEMSYS,AMISULPRIDE,
ELAVIL,AMITRIPTYLINE HYDROCHLORIDE,
AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,
ENDEP,AMITRIPTYLINE HYDROCHLORIDE,
AMITRIL,AMITRIPTYLINE HYDROCHLORIDE,
AMITID,AMITRIPTYLINE HYDROCHLORIDE,
LIMBITROL,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,
LIMBITROL DS,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,
CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,
ETRAFON-A,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
ETRAFON 2-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
ETRAFON-FORTE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
ETRAFON 2-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
TRIAVIL 2-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
TRIAVIL 4-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
TRIAVIL 2-10,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
TRIAVIL 4-25,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
TRIAVIL 4-50,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,
RYBREVANT,AMIVANTAMAB-VMJW,
APHTHASOL,AMLEXANOX,
AMLEXANOX,AMLEXANOX,
KATERZIA,AMLODIPINE BENZOATE,
AMLODIPINE BENZOATE,AMLODIPINE BENZOATE,
NORVASC,AMLODIPINE BESYLATE,
AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,
NORLIQVA,AMLODIPINE BESYLATE,
CADUET,AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,
AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM,AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM,
LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,
AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,
CONSENSI,AMLODIPINE BESYLATE; CELECOXIB,
TRIBENZOR,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,
"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,
EXFORGE HCT,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN,
AZOR,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,
AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,
PRESTALIA,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,
TWYNSTA,AMLODIPINE BESYLATE; TELMISARTAN,
TELMISARTAN AND AMLODIPINE,AMLODIPINE BESYLATE; TELMISARTAN,
EXFORGE,AMLODIPINE BESYLATE; VALSARTAN,
AMLODIPINE BESYLATE AND VALSARTAN,AMLODIPINE BESYLATE; VALSARTAN,
AMVAZ,AMLODIPINE MALEATE,
AMLODIPINE MALEATE; BENAZEPRIL HYDROCHLORIDE,AMLODIPINE MALEATE; BENAZEPRIL HYDROCHLORIDE,
AMMONIA N 13,AMMONIA N-13,
AMMONIUM CHLORIDE 0.9% IN NORMAL SALINE,AMMONIUM CHLORIDE,
AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,
AMMONIUM CHLORIDE 2.14%,AMMONIUM CHLORIDE,
AMMONIUM CHLORIDE IN PLASTIC CONTAINER,AMMONIUM CHLORIDE,
LAC-HYDRIN,AMMONIUM LACTATE,
AMMONIUM LACTATE,AMMONIUM LACTATE,
CAMOQUIN HYDROCHLORIDE,AMODIAQUINE HYDROCHLORIDE,
ASENDIN,AMOXAPINE,
AMOXAPINE,AMOXAPINE,
AMOXIL,AMOXICILLIN,
LAROTID,AMOXICILLIN,
MOXATAG,AMOXICILLIN,
POLYMOX,AMOXICILLIN,
TRIMOX,AMOXICILLIN,
AMOXICILLIN,AMOXICILLIN,
AMOXICILLIN PEDIATRIC,AMOXICILLIN,
UTIMOX,AMOXICILLIN,
WYMOX,AMOXICILLIN,
DISPERMOX,AMOXICILLIN,
PREVPAC (COPACKAGED),AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,
"LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN (COPACKAGED)",AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,
OMECLAMOX-PAK,AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE,
VOQUEZNA TRIPLE PAK,AMOXICILLIN; CLARITHROMYCIN; VONOPRAZAN FUMARATE,
AUGMENTIN '250',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN '500',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN '125',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN '875',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN '200',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN '400',AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN ES-600,AMOXICILLIN; CLAVULANATE POTASSIUM,
AUGMENTIN XR,AMOXICILLIN; CLAVULANATE POTASSIUM,
AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN; CLAVULANATE POTASSIUM,
TALICIA,AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN,
VOQUEZNA DUAL PAK,AMOXICILLIN; VONOPRAZAN FUMARATE,
ADZENYS ER,AMPHETAMINE,
ADZENYS XR-ODT,AMPHETAMINE,
AMPHETAMINE,AMPHETAMINE,
DELCOBESE,AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE,
ADDERALL 10,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,
ADDERALL 20,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,
ADDERALL 5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,
ADDERALL 30,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,
ADDERALL 7.5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,
